concept_id,gene_name
hgnc:3062,DUOX1
hgnc:25891,CBR4
hgnc:1310,TMEM184B
hgnc:30629,SPSB3
hgnc:2651,CYP7A1
hgnc:9980,RFPL3
hgnc:2150,CNGA3
hgnc:15864,RBCK1
hgnc:2149,CNGA2
hgnc:1631,CD163
hgnc:14840,OR8D4
hgnc:15231,OR52N5
hgnc:11030,SLC4A4
hgnc:29674,RDH16
hgnc:16179,BPIFB4
hgnc:6160,ITGB5
hgnc:14854,OR4X1
hgnc:15162,OR4A5
hgnc:24110,TXNDC9
hgnc:12563,UMPS
hgnc:15996,SERPINA10
hgnc:744,ASH2L
hgnc:15487,TMX1
hgnc:32035,CNTNAP3B
hgnc:8550,PA2G4
hgnc:1382,CA8
hgnc:18685,HSD17B13
hgnc:1612,CCRL2
hgnc:31859,TRIM67
hgnc:28701,SCARA5
hgnc:14221,SERPINB11
hgnc:11312,TRIM21
hgnc:6080,INPPL1
hgnc:15093,OR9A2
hgnc:30790,TGM7
hgnc:6366,KLK5
hgnc:28697,PTGR3
hgnc:5008,HMGCS2
hgnc:11072,SLC9A2
hgnc:19013,TRIM41
hgnc:877,ALDH7A1
hgnc:15223,OR52K2
hgnc:7095,MID1
hgnc:9979,RFPL2
hgnc:234,ADCY3
hgnc:50,ABCB9
hgnc:19575,OR14I1
hgnc:20244,CYP4X1
hgnc:25574,TRIM62
hgnc:4377,GMPR2
hgnc:29685,IARS2
hgnc:12335,TRPC3
hgnc:9055,PLCB2
hgnc:14723,OR13F1
hgnc:16449,RFPL4A
hgnc:15168,OR4C12
hgnc:14348,HTRA2
hgnc:943,ADGRB1
hgnc:13811,SLC4A10
hgnc:14708,OR51B4
hgnc:41,ABCB10
hgnc:23220,CATSPER4
hgnc:11077,SLC9A4
hgnc:8185,OR1D4
hgnc:28030,TXNDC11
hgnc:13838,ADGRA1
hgnc:31853,ADAL
hgnc:20391,SULF1
hgnc:15201,OR51I2
hgnc:15016,OR2T4
hgnc:29955,SLC51A
hgnc:14180,PDIA2
hgnc:56772,DUSP13A
hgnc:19373,TP53I3
hgnc:4623,GSR
hgnc:25451,HNRNPUL2
hgnc:30087,TSTD2
hgnc:15198,OR51G2
hgnc:33100,GPX8
hgnc:2542,CTSO
hgnc:28625,NDUFAF6
hgnc:17164,BCL2L13
hgnc:19705,ANGPTL5
hgnc:32389,BDH2
hgnc:25895,PARP10
hgnc:23572,MORC3
hgnc:15294,OR5M9
hgnc:19082,NALCN
hgnc:3346,ENDOG
hgnc:8355,OR6C1
hgnc:30694,MRGPRE
hgnc:23696,TIPARP
hgnc:26641,SSC5D
hgnc:18261,NPLOC4
hgnc:4800,HSD17B10
hgnc:29623,MAN2B2
hgnc:24718,TMX3
hgnc:18572,HSDL2
hgnc:9189,POLR2C
hgnc:26398,AIFM3
hgnc:25128,OXNAD1
hgnc:2420,CRYZL1
hgnc:237,ADCY6
hgnc:25641,RNLS
hgnc:15129,OR10G9
hgnc:11035,SLC4A9
hgnc:15917,PLCB1
hgnc:31397,PRSS57
hgnc:4422,GNS
hgnc:15858,DZANK1
hgnc:814,ATP2B1
hgnc:22981,SLC10A5
hgnc:126,ACR
hgnc:25319,SLC25A31
hgnc:9870,RARS1
hgnc:18647,RTN4IP1
hgnc:10480,RYBP
hgnc:3071,DUSP5
hgnc:24573,NEIL3
hgnc:15205,OR51T1
hgnc:43,TAP1
hgnc:19019,TRIM46
hgnc:9975,TRIM27
hgnc:6238,KCND2
hgnc:24150,TRIM58
hgnc:28299,MFSD12
hgnc:16285,TRIM35
hgnc:17171,LOXL4
hgnc:19398,PGBD1
hgnc:12419,TUBG2
hgnc:26575,PRIMPOL
hgnc:8260,OR2J2
hgnc:25922,FIBCD1
hgnc:20436,ZAR1
hgnc:23485,MORC4
hgnc:28995,PDXDC1
hgnc:21474,INPP5E
hgnc:13727,RANBP9
hgnc:20194,POLR1C
hgnc:26965,PTPMT1
hgnc:3606,FBP1
hgnc:11042,SLC6A1
hgnc:15432,OR5B12
hgnc:24811,PDIA5
hgnc:14663,TRIM64
hgnc:2645,CYP4F2
hgnc:24113,ATP13A3
hgnc:29211,PRSS37
hgnc:1137,BTN2A2
hgnc:14823,OR6Y1
hgnc:29315,VAT1L
hgnc:240,ADCY9
hgnc:21406,RARS2
hgnc:389,AKR7A2
hgnc:8216,OR1L4
hgnc:7128,MLH3
hgnc:13708,GPR182
hgnc:2646,CYP4F3
hgnc:18747,CNTNAP4
hgnc:4516,ADGRG2
hgnc:9060,PLCD1
hgnc:27538,OR8U8
hgnc:5389,IDS
hgnc:15743,ERMAP
hgnc:2653,CYP8B1
hgnc:15090,OR6V1
hgnc:8162,OR10A3
hgnc:28240,HVCN1
hgnc:13915,ERVK-6
hgnc:4867,HERC1
hgnc:15301,OR6A2
hgnc:23534,TUBAL3
hgnc:30449,PTAR1
hgnc:32686,TRIM75
hgnc:8811,PDK3
hgnc:10973,SLC23A2
hgnc:27468,SPRYD4
hgnc:32488,ARSH
hgnc:21256,TSPO2
hgnc:15009,OR2L3
hgnc:9668,PTPRD
hgnc:11460,SUOX
hgnc:25239,ARSK
hgnc:6825,MAN2A2
hgnc:17075,TAB2
hgnc:31401,SLC9C1
hgnc:714,ARSB
hgnc:15024,OR14A2
hgnc:2734,DDX1
hgnc:1136,BTN2A1
hgnc:12799,WWOX
hgnc:9677,PTPRN2
hgnc:25237,TMX4
hgnc:15375,OR4N4
hgnc:33480,CYP27C1
hgnc:30213,ATP13A2
hgnc:9902,RBM5
hgnc:9848,RANBP2
hgnc:8178,OR12D2
hgnc:12932,TRIM25
hgnc:15146,OR2D3
hgnc:16379,TRIM22
hgnc:29232,PARP14
hgnc:6230,KCNAB3
hgnc:388,AKR1D1
hgnc:1477,CAPN10
hgnc:29037,PLCH2
hgnc:30031,PI4K2A
hgnc:32535,HSP90AA5P
hgnc:23687,GPR157
hgnc:10065,TRIM39
hgnc:14701,OR13C2
hgnc:19975,RDH10
hgnc:31271,OR4C46
hgnc:32008,TMEM120B
hgnc:18064,RNF39
hgnc:26698,TRIML1
hgnc:15027,OR6F1
hgnc:15595,SLC12A8
hgnc:20582,CYP2U1
hgnc:8100,OC90
hgnc:14297,SPRYD7
hgnc:17857,TRIM69
hgnc:18989,ADGRF3
hgnc:24693,MICAL2
hgnc:19218,PLCZ1
hgnc:4012,FUT1
hgnc:15283,OR5D16
hgnc:14134,TPSG1
hgnc:18168,SLC4A5
hgnc:1186,PARP11
hgnc:2459,CSNK2A2
hgnc:15035,OR6N2
hgnc:37281,AKR1B15
hgnc:8956,INPP5J
hgnc:33237,DUSP28
hgnc:358,AIP
hgnc:3607,FBP2
hgnc:8204,OR1G1
hgnc:23481,DUSP29
hgnc:25920,SPRYD3
hgnc:14729,OR2A4
hgnc:11504,SYNJ2
hgnc:20147,CYB5R4
hgnc:721,ARSF
hgnc:28983,TMEM94
hgnc:22980,SLC10A4
hgnc:37116,ZAR1L
hgnc:14695,OR13D1
hgnc:33827,CARD17P
hgnc:31252,OR2T27
hgnc:17366,AASS
hgnc:2024,CLCN6
hgnc:30184,PTPDC1
hgnc:19023,TRIM51
hgnc:30628,SPSB1
hgnc:19691,MECR
hgnc:13666,AAAS
hgnc:21022,AARS2
hgnc:67,ABCD3
hgnc:13886,ABCG5
hgnc:21396,ABHD5
hgnc:68,ABCD4
hgnc:13887,ABCG8
hgnc:120,ACOX2
hgnc:225,ADAR
hgnc:13633,ADIPOQ
hgnc:321,AGL
hgnc:13203,AICDA
hgnc:21285,ADCY10
hgnc:291,ADSL
hgnc:327,AGPS
hgnc:15672,ALG9
hgnc:32456,ALG11
hgnc:19358,ALG12
hgnc:23159,ALG2
hgnc:23157,ALG6
hgnc:23161,ALG8
hgnc:451,AMACR
hgnc:493,ANK2
hgnc:15492,ANKH
hgnc:14004,ANO3
hgnc:27337,ANO5
hgnc:15984,APTX
hgnc:638,AQP5
hgnc:735,ASAH1
hgnc:25519,ANO10
hgnc:25240,ANO6
hgnc:634,AQP2
hgnc:757,ASPH
hgnc:13542,ATP10A
hgnc:13533,ATP8A2
hgnc:3706,ATP8B1
hgnc:890,AUH
hgnc:857,ATP6V1E1
hgnc:869,ATP7A
hgnc:28596,B3GALNT2
hgnc:4117,B4GALNT1
hgnc:16695,BCAP31
hgnc:986,BCKDHA
hgnc:13815,BCO1
hgnc:1093,BPGM
hgnc:16512,BSND
hgnc:961,BAZ1B
hgnc:987,BCKDHB
hgnc:12703,BEST1
hgnc:1122,BTD
hgnc:1243,C1QBP
hgnc:1512,CASQ1
hgnc:1527,CAV1
hgnc:21050,CDKAL1
hgnc:1919,CHD4
hgnc:20153,CHD8
hgnc:1550,CBS
hgnc:1630,CD151
hgnc:1701,CD81
hgnc:23752,CERS3
hgnc:19057,CHD6
hgnc:20626,CHD7
hgnc:24464,CHST14
hgnc:2045,CLDN3
hgnc:2046,CLDN4
hgnc:2074,CLN3
hgnc:29932,COASY
hgnc:2037,CLDN16
hgnc:2040,CLDN19
hgnc:12605,CLRN1
hgnc:105,CNNM4
hgnc:21697,TMEM120A
hgnc:2498,CTDP1
hgnc:10664,CWC27
hgnc:2584,CYLD
hgnc:16232,COX4I2
hgnc:2577,CYBA
hgnc:2666,DAG1
hgnc:2698,DBT
hgnc:2736,DDX11
hgnc:19102,RIGI
hgnc:2852,DGKE
hgnc:2859,DHCR24
hgnc:17098,DICER1
hgnc:2699,DDX3Y
hgnc:25360,DDX59
hgnc:2753,DECR1
hgnc:23537,DHTKD1
hgnc:2896,DLAT
hgnc:2939,DNA2
hgnc:2972,DNM1
hgnc:23406,DOLK
hgnc:3072,DUSP6
hgnc:24475,DMGDH
hgnc:2956,DNASE1
hgnc:2995,DPAGT1
hgnc:3005,DPM1
hgnc:21144,DSE
hgnc:13273,DUOX2
hgnc:50800,DUX4
hgnc:28957,EMC1
hgnc:3377,EPB41
hgnc:16947,ERLIN1
hgnc:3483,ETFDH
hgnc:23287,ETHE1
hgnc:3097,DYSF
hgnc:18683,EIF4A3
hgnc:14198,ELAC2
hgnc:3354,ENO3
hgnc:28526,EOGT
hgnc:3519,EYA1
hgnc:13620,FBH1
hgnc:29170,FAN1
hgnc:3756,FLNC
hgnc:20105,FLVCR2
hgnc:4056,G6PC1
hgnc:24861,G6PC3
hgnc:19877,GALNT12
hgnc:4125,GALNT3
hgnc:4189,GCDH
hgnc:4193,GCH1
hgnc:4277,GJA3
hgnc:4281,GJA8
hgnc:3755,FLNB
hgnc:24682,FLVCR1
hgnc:13254,FTSJ1
hgnc:4044,FZD6
hgnc:19875,GALNT11
hgnc:4175,GATM
hgnc:4180,GBE1
hgnc:4396,GNB1
hgnc:4285,GJB3
hgnc:24247,GLYCTK
hgnc:22932,GMPPB
hgnc:4416,GNPAT
hgnc:28956,GPD1L
hgnc:4570,GRHPR
hgnc:2810,GSDME
hgnc:4706,GYS1
hgnc:4707,GYS2
hgnc:9639,HACD1
hgnc:4817,HARS2
hgnc:4819,HAS2
hgnc:4837,HCCS
hgnc:29853,HECW2
hgnc:21033,HACE1
hgnc:4803,HADHB
hgnc:26361,HEPACAM
hgnc:4892,HGD
hgnc:26527,HGSNAT
hgnc:5261,HSPD1
hgnc:20193,HFM1
hgnc:25155,HOGA1
hgnc:5391,IDUA
hgnc:5542,IGHMBP2
hgnc:26019,BPNT2
hgnc:30892,HUWE1
hgnc:17020,IRAK3
hgnc:13890,ITCH
hgnc:6186,IVD
hgnc:6344,KL
hgnc:15840,KMT2B
hgnc:21253,LHFPL5
hgnc:9479,LONP1
hgnc:20499,L2HGDH
hgnc:6560,LFNG
hgnc:6586,LHFPL6
hgnc:6601,LIG4
hgnc:23038,LMBRD1
hgnc:25033,LRTOMT
hgnc:18957,MAGI2
hgnc:14450,LPIN2
hgnc:19027,LRRC8A
hgnc:25135,LRSAM1
hgnc:28880,MAGT1
hgnc:6823,MAN1B1
hgnc:26401,MARVELD2
hgnc:6948,MCM5
hgnc:28040,MEX3C
hgnc:16877,MFN2
hgnc:6944,MCM2
hgnc:6947,MCM4
hgnc:16147,MCM8
hgnc:25897,MFSD2A
hgnc:7114,MKRN3
hgnc:17082,MLC1
hgnc:19331,MMAB
hgnc:7190,MOCS1
hgnc:7223,MPST
hgnc:27375,MSRB3
hgnc:28486,MFSD8
hgnc:21086,MIB1
hgnc:1530,MICU1
hgnc:21606,MPC1
hgnc:7224,MPV17
hgnc:7456,MT-ND2
hgnc:7432,MTHFD1
hgnc:18704,NAA10
hgnc:19237,NANS
hgnc:26274,NARS2
hgnc:28816,NDUFAF7
hgnc:25532,MTPAP
hgnc:7530,MVK
hgnc:26404,NADK2
hgnc:7728,NEDD4L
hgnc:28018,NIPAL4
hgnc:16443,NKAIN2
hgnc:14537,NPC2
hgnc:13394,NPHS2
hgnc:25994,NSUN2
hgnc:8028,NTHL1
hgnc:29914,NUP107
hgnc:8063,NUP155
hgnc:18658,NUP205
hgnc:17646,NGLY1
hgnc:21576,NHLRC1
hgnc:17820,NT5C3A
hgnc:17859,NUP188
hgnc:8125,OGG1
hgnc:8127,OGT
hgnc:21042,NUS1
hgnc:25118,OTULIN
hgnc:18368,PADI4
hgnc:15894,PANK2
hgnc:17759,PDSS1
hgnc:23041,PDSS2
hgnc:8856,PEX14
hgnc:9713,PEX19
hgnc:9717,PEX2
hgnc:21652,OSTM1
hgnc:8604,PAPSS2
hgnc:8609,PARN
hgnc:8725,PCK2
hgnc:8850,PEX1
hgnc:8855,PEX13
hgnc:8857,PEX16
hgnc:8858,PEX3
hgnc:17893,PGAP2
hgnc:8907,PGM3
hgnc:28993,PIEZO1
hgnc:26270,PIEZO2
hgnc:3046,PIGP
hgnc:29502,PJVK
hgnc:9008,PKD1
hgnc:9009,PKD2
hgnc:9080,PLN
hgnc:9141,PMVK
hgnc:18590,PNPLA3
hgnc:16268,PNPLA6
hgnc:14988,POFUT1
hgnc:9186,POLQ
hgnc:30348,POLR3B
hgnc:8957,PIGA
hgnc:8966,PIGL
hgnc:18053,PKD1L1
hgnc:17158,PLD3
hgnc:9082,PLOD2
hgnc:30802,PNPLA2
hgnc:28900,PNPLA8
hgnc:9180,POLG2
hgnc:9181,POLH
hgnc:28883,PPA2
hgnc:9282,PPP1CB
hgnc:9350,PRDM6
hgnc:30129,POP1
hgnc:9314,PPP3CA
hgnc:8607,PRKN
hgnc:30500,PRRT2
hgnc:13420,PRUNE1
hgnc:25461,PUS3
hgnc:9498,PSAP
hgnc:24265,PTRH2
hgnc:15508,PUS1
hgnc:21020,QRSL1
hgnc:9831,RAG1
hgnc:17964,RDH11
hgnc:25539,RFWD3
hgnc:21150,RNF125
hgnc:17023,RNF139
hgnc:30220,RFT1
hgnc:20788,RHBDF2
hgnc:21158,RNF135
hgnc:15888,RTEL1
hgnc:10606,SCP2
hgnc:18276,SEC61A1
hgnc:21082,SEC63
hgnc:30605,SEPSECS
hgnc:26661,RNF168
hgnc:21698,RNF216
hgnc:10069,RNF6
hgnc:10536,SARDH
hgnc:17697,SARS2
hgnc:10547,SC5D
hgnc:16088,SFXN4
hgnc:23089,SLC13A5
hgnc:23093,SLC16A11
hgnc:31037,SLC16A13
hgnc:16192,SLC17A9
hgnc:20611,SLC24A5
hgnc:10979,SLC25A1
hgnc:10938,SLC19A2
hgnc:16266,SLC19A3
hgnc:10947,SLC20A2
hgnc:10978,SLC24A4
hgnc:20661,SLC25A26
hgnc:26054,SLC25A38
hgnc:25198,SLC25A46
hgnc:10994,SLC26A2
hgnc:9359,SLC26A5
hgnc:14468,SLC26A8
hgnc:11013,SLC30A2
hgnc:95,SLC33A1
hgnc:20305,SLC34A3
hgnc:11022,SLC35A2
hgnc:11023,SLC35A3
hgnc:32434,SLC38A8
hgnc:20859,SLC39A13
hgnc:17939,SLC45A1
hgnc:14409,SLC25A19
hgnc:29683,SLC25A32
hgnc:10993,SLC26A1
hgnc:10998,SLC27A4
hgnc:13444,SLC2A10
hgnc:13446,SLC2A9
hgnc:25355,SLC30A10
hgnc:1329,SLC30A9
hgnc:11021,SLC35A1
hgnc:20800,SLC35D1
hgnc:18762,SLC36A2
hgnc:20862,SLC39A8
hgnc:11025,SLC3A1
hgnc:16438,SLC4A11
hgnc:16187,SLC52A3
hgnc:27960,SLC6A19
hgnc:29326,SLC7A14
hgnc:11067,SLC7A9
hgnc:11027,SLC4A1
hgnc:11075,NHERF1
hgnc:18398,SMARCAD1
hgnc:11183,SON
hgnc:11186,SORT1
hgnc:11257,SPR
hgnc:11303,SRP72
hgnc:16950,STAMBP
hgnc:11386,STIM1
hgnc:6172,STT3A
hgnc:11506,SYP
hgnc:11509,SYT1
hgnc:10955,SLCO2A1
hgnc:30859,SNRNP200
hgnc:11277,SPTLC1
hgnc:11278,SPTLC2
hgnc:30650,STRA6
hgnc:11427,STUB1
hgnc:11448,SUCLA2
hgnc:16001,SUGCT
hgnc:11503,SYNJ1
hgnc:44,TAP2
hgnc:4551,TECR
hgnc:11559,TALDO1
hgnc:30740,TARS2
hgnc:20122,TDRD9
hgnc:20324,TGDS
hgnc:11781,TGM5
hgnc:16513,TMC1
hgnc:20474,TMC8
hgnc:18188,TMCO1
hgnc:18085,TMEM199
hgnc:25535,TMEM38B
hgnc:28396,TMEM67
hgnc:12261,TRDN
hgnc:12269,TREX1
hgnc:11812,TRIM24
hgnc:30760,TMEM165
hgnc:28709,TMEM175
hgnc:26050,TMEM70
hgnc:26899,TMTC3
hgnc:16197,TP53RK
hgnc:12033,TRAF3
hgnc:12266,TREH
hgnc:15974,TRIM2
hgnc:28403,TRMT10A
hgnc:23141,TRMT5
hgnc:17341,TRNT1
hgnc:12338,TRPC6
hgnc:28422,TSEN2
hgnc:26022,TRMT10C
hgnc:1160,TWNK
hgnc:12557,UHRF2
hgnc:26444,UROC1
hgnc:12633,USP9Y
hgnc:21641,TSPAN12
hgnc:37269,UBE2QL1
hgnc:25009,UBE2T
hgnc:12496,UBE3A
hgnc:16808,UBR1
hgnc:12519,UCP3
hgnc:12556,UHRF1
hgnc:13481,UNC93B1
hgnc:13486,USP27X
hgnc:12629,USP6
hgnc:12649,VAPB
hgnc:21642,VARS2
hgnc:12762,WFS1
hgnc:14544,WNK4
hgnc:20342,ZDHHC15
hgnc:19006,HIPK1
hgnc:19007,HIPK4
hgnc:15516,XYLT1
hgnc:12843,YME1L1
hgnc:18475,ZDHHC9
hgnc:19286,SCYL2
hgnc:8995,PIP5K1B
hgnc:29991,PAN3
hgnc:24300,GPR137
hgnc:14542,WNK2
hgnc:16341,GNRHR2
hgnc:20844,GPR156
hgnc:18885,TAS2R40
hgnc:14911,TAS2R4
hgnc:18886,TAS2R39
hgnc:18877,TAS2R46
hgnc:13308,GPRC5B
hgnc:14919,TAS2R13
hgnc:14666,RXFP4
hgnc:19113,TAS2R31
hgnc:14917,TAS2R9
hgnc:9012,PKD2L2
hgnc:13840,GPR89B
hgnc:2065,CLIC6
hgnc:21094,CALHM4
hgnc:22999,TMC5
hgnc:27005,LRRC38
hgnc:21715,PKD1L2
hgnc:29675,CLCC1
hgnc:29118,TMEM63A
hgnc:21568,CALHM5
hgnc:17106,BEST4
hgnc:39080,KCNJ18
hgnc:18553,PLLP
hgnc:6287,KCNMB3
hgnc:2018,CLCA4
hgnc:18040,ARID1B
hgnc:13476,TTYH1
hgnc:17735,TMEM63B
hgnc:17868,BBC3
hgnc:18184,DCUN1D1
hgnc:3250,EIF1AX
hgnc:3115,E2F3
hgnc:20604,DIS3
hgnc:3595,FAT1
hgnc:21163,MDC1
hgnc:6125,IRS1
hgnc:33164,H3-5
hgnc:4747,H2BC5
hgnc:6075,INPP4B
hgnc:6074,INPP4A
hgnc:4171,GATA2
hgnc:17278,PNRC1
hgnc:9108,PMAIP1
hgnc:7838,NKX3-1
hgnc:7611,MYOD1
hgnc:10023,RIT1
hgnc:22950,PREX2
hgnc:10820,SH2D1A
hgnc:25543,SHQ1
hgnc:18122,SOX17
hgnc:17440,COP1
hgnc:9949,RECQL4
hgnc:11106,SMARCD1
hgnc:28873,VTCN1
hgnc:26038,TMEM127
hgnc:16262,YAP1
hgnc:20456,TRAF7
hgnc:11602,TBX3
hgnc:27101,PIK3R6
hgnc:22953,DEPTOR
hgnc:8962,PIGF
hgnc:23733,PIPSL
hgnc:30147,PSMC1P1
hgnc:17928,PSMC3IP
hgnc:16602,PSMD10P1
hgnc:30151,PSMD10P2
hgnc:9564,PSMD6
hgnc:9567,PSMD9
hgnc:9570,PSME3
hgnc:20635,PSME4
hgnc:9555,PSMD10
hgnc:9566,PSMD8
hgnc:30160,PSME2P2
hgnc:117,ACO1
hgnc:13884,ABCG4
hgnc:346,AHRR
hgnc:143,ACTC1
hgnc:1126,BTF3P11
hgnc:786,ATF4
hgnc:640,AQP7
hgnc:1033,BDNF
hgnc:1357,TCIM
hgnc:642,AQP8
hgnc:1046,BHLHE40
hgnc:785,ATF3
hgnc:784,ATF2
hgnc:659,ARF6
hgnc:16391,CARD9
hgnc:1662,CD34
hgnc:1885,CGA
hgnc:2491,CTAG1B
hgnc:2440,CSH1
hgnc:1756,CDH17
hgnc:2355,CRH
hgnc:1937,CHKA
hgnc:2476,CST4
hgnc:2365,CRMP1
hgnc:1984,CISH
hgnc:1790,CDKN2D
hgnc:25645,DRAM1
hgnc:3178,EDN3
hgnc:5270,DNAJB1
hgnc:2709,DCT
hgnc:2773,DFFB
hgnc:3048,DSG1
hgnc:3013,DPYS
hgnc:23479,DOCK10
hgnc:2763,DEFA4
hgnc:3015,DPYSL3
ncbigene:1574,CYP3A
hgnc:2770,DES
hgnc:3061,DTYMK
hgnc:3296,EIF4G1
hgnc:3333,EMP1
hgnc:3720,FKBP4
hgnc:3288,EIF4EBP1
hgnc:3257,EIF2B1
hgnc:3748,FLG
hgnc:3334,EMP2
hgnc:3321,ELK1
hgnc:3239,EGR2
hgnc:3401,EPHX1
hgnc:30365,ENOSF1
hgnc:3353,ENO2
hgnc:13718,FOSL1
hgnc:4097,GADD45G
hgnc:4648,GTF2B
hgnc:4235,GFAP
hgnc:4419,GNRH1
hgnc:4565,GRB14
hgnc:4312,GCLM
hgnc:4641,GSTT1
hgnc:4071,GABPA
hgnc:4605,GRP
hgnc:4552,GPT
hgnc:5247,HSPB2
hgnc:4820,HAS3
hgnc:4931,HLA-A
hgnc:20507,H2AC25
hgnc:5409,IFIT2
hgnc:5132,HOXD1
hgnc:5244,HSPA9
hgnc:4739,H2AX
hgnc:20412,KRT20
hgnc:19157,IL27
hgnc:6188,JAG1
hgnc:6118,IRF3
hgnc:6427,KRT17
hgnc:6071,INPP1
hgnc:6206,JUND
hgnc:6187,IVL
hgnc:7401,MT1IP
hgnc:7402,MT1JP
hgnc:7398,MT1F
hgnc:7124,MLANA
hgnc:6903,MAT1A
hgnc:7397,MT1E
hgnc:7142,MARCKSL1
hgnc:7419,MT-CO1
hgnc:7399,MT1G
hgnc:7400,MT1H
hgnc:6796,MAGEA1
hgnc:6839,MAP2
hgnc:31507,MIR125B2
hgnc:8024,NTF4
hgnc:7839,NKX6-1
hgnc:7660,NCF1
hgnc:7661,NCF2
hgnc:7800,NFKBIL1
hgnc:7609,MYO9B
hgnc:7867,NOP2
hgnc:7939,NPPA
hgnc:7780,NFE2
hgnc:7941,NPPC
hgnc:8616,PAX2
hgnc:8918,PHEX
hgnc:9118,PMP22
hgnc:9392,PRKAR2B
hgnc:9327,PPY
hgnc:10473,RUNX3
hgnc:10487,S100A10
hgnc:12968,RNF112
hgnc:10492,S100A2
hgnc:18518,RNASEH2A
hgnc:21574,SAMD3
hgnc:9841,RALBP1
hgnc:9709,PVT1
hgnc:17321,SP7
hgnc:11208,SP3
hgnc:11009,SLC2A4
hgnc:6773,SMAD7
hgnc:16833,SOCS6
hgnc:11126,SMTN
hgnc:11246,SPINT1
hgnc:10903,SLAMF1
hgnc:24188,SDF4
hgnc:11007,SLC2A3
hgnc:10943,SLC1A5
hgnc:16696,SNW1
hgnc:11289,SREBF1
hgnc:11363,STAT2
hgnc:11827,TJP1
hgnc:11714,TEAD1
hgnc:11879,TMSB10
hgnc:30796,STRAP
hgnc:11588,TBP
hgnc:11311,SRY
hgnc:18348,TICAM1
hgnc:11727,TERC
hgnc:11742,TFAP2A
hgnc:11599,TBX21
hgnc:11894,TNFAIP1
hgnc:12575,UOX
hgnc:3051,TSC22D3
hgnc:11979,TOB1
hgnc:12518,UCP2
hgnc:16952,TXNIP
hgnc:11916,TNFRSF1A
hgnc:12539,UGT1A7
hgnc:12559,UMOD
hgnc:12474,UBE2D1
hgnc:12814,XPA
hgnc:12828,XRCC1
hgnc:12453,U2AF1
hgnc:12856,YY1
hgnc:11957,MED12
hgnc:30767,KNSTRN
hgnc:6815,MAGOH
hgnc:23845,SLX4
hgnc:25568,FANCI
hgnc:2472,CSRP3
hgnc:6121,IRF6
hgnc:30077,REEP5
hgnc:11300,SRP19
hgnc:16925,ARAP1
hgnc:11445,STXBP2
hgnc:17688,RPP30
hgnc:7884,NOTCH4
hgnc:7547,MYBL1
hgnc:20302,SLC22A16
hgnc:23506,ADO
hgnc:925,B4GALT2
hgnc:28970,EFR3A
hgnc:6285,KCNMB1
hgnc:15934,NELFCD
hgnc:8756,PCYT2
hgnc:20393,ZIC4
hgnc:17362,ARID5B
hgnc:17512,HOMER1
hgnc:17053,PLEKHA6
hgnc:19364,RTKN2
hgnc:371,AKAP13
hgnc:17328,DTNBP1
hgnc:3098,TOR1A
hgnc:25509,ARHGAP28
hgnc:37635,NPPA-AS1
hgnc:243,ADD1
hgnc:6510,STMN1
hgnc:6286,KCNMB2
hgnc:27934,SPOPL
hgnc:21186,ATAT1
hgnc:26200,STN1
hgnc:30807,TREML4
hgnc:4944,HLA-DQB1
hgnc:11562,TANK
hgnc:3182,PHC1
hgnc:2082,CLOCK
hgnc:13930,CCHCR1
hgnc:11429,STX11
hgnc:18384,SCGB3A1
hgnc:25463,FCHSD1
hgnc:24944,DDIT4
hgnc:7734,NEFM
hgnc:18038,COL26A1
hgnc:17271,RRAS2
hgnc:2458,CSNK2A3
hgnc:13919,BAG6
hgnc:16762,ZNF423
hgnc:30389,EXOC4
hgnc:21699,CERKL
hgnc:728,ARVCF
hgnc:30004,SULT1A4
hgnc:20717,KLC3
hgnc:19125,FGD4
hgnc:6990,MECP2
hgnc:10952,SLCO3A1
hgnc:26191,ZNF385D
hgnc:8124,OGDH
hgnc:1183,ANO2
hgnc:17870,INVS
hgnc:13872,RIPOR2
hgnc:29330,METTL14
hgnc:17144,NT5C
hgnc:17819,NT5C1A
hgnc:19353,SIN3A
hgnc:12382,TSPYL1
hgnc:20633,PSMB3P1
hgnc:8868,PFDN4
hgnc:21711,ZNF804A
hgnc:790,ATF5
hgnc:7546,MYBBP1A
hgnc:7776,NFATC2
hgnc:17852,CHPT1
hgnc:652,ARF1
hgnc:33838,CARINH
hgnc:6378,KLRD1
hgnc:38385,MIR3117
hgnc:16859,NOS1AP
hgnc:10919,SLC14A2
hgnc:10931,SLC17A3
hgnc:25631,CFAP44
hgnc:19829,FAM177A1
hgnc:28036,FAM178B
hgnc:13879,MYO1H
hgnc:14797,OR52J2P
hgnc:31911,RGL4
hgnc:10750,SEPTIN3
hgnc:363,AK4
hgnc:29600,MED19
hgnc:30212,TANC2
hgnc:1474,CAPG
hgnc:16862,RAPGEF5
hgnc:7762,NEUROD1
hgnc:28389,WBP2NL
hgnc:33264,RFPL4B
hgnc:5343,ICA1
hgnc:712,ARRB2
hgnc:20858,SLC39A14
hgnc:9275,PPM1A
hgnc:8571,PACSIN2
hgnc:30617,ELP5
hgnc:23517,PYROXD2
hgnc:38243,MIR4278
hgnc:21191,DAOA
hgnc:16460,FARP2
hgnc:26161,CORO7
hgnc:26726,ZNF565
hgnc:12918,ZNF134
