concept_id,gene_name
hgnc:18593,NEK11
hgnc:7745,NEK2
hgnc:7746,NEK3
hgnc:11399,NEK4
hgnc:13386,NEK7
hgnc:13387,NEK8
hgnc:28646,NIM1K
hgnc:7993,NRBP1
hgnc:19339,NRBP2
hgnc:25391,NRK
hgnc:29558,NUAK2
hgnc:15719,OBSCN
hgnc:8111,OSR1
hgnc:8591,PAK2
hgnc:16061,PAK6
hgnc:17270,PASK
hgnc:18981,PDIK1L
hgnc:29431,PEAK1
hgnc:8931,PHKG2
hgnc:18282,PBK
hgnc:9405,PKN1
hgnc:9406,PKN2
hgnc:2154,PLK3
hgnc:9382,PRKACG
hgnc:9444,PRKY
hgnc:17346,PRP4K
hgnc:9529,PSKH1
hgnc:18656,RIOK1
hgnc:18999,RIOK2
hgnc:496,RIPK4
hgnc:10050,RNASEL
hgnc:14581,PINK1
hgnc:29650,PKMYT1
hgnc:19699,PLK2
hgnc:13415,PNCK
hgnc:9441,PRKX
hgnc:18997,PSKH2
hgnc:10021,RIPK3
hgnc:20222,RPS6KL1
hgnc:17699,SBK1
hgnc:34416,SBK2
hgnc:19285,SCYL3
hgnc:10810,SGK1
hgnc:25438,PRAG1
hgnc:10431,RPS6KA2
hgnc:10439,RPS6KC1
hgnc:44121,SBK3
hgnc:26267,POMK
hgnc:13900,SGK2
hgnc:11142,SIK1
hgnc:21680,SIK2
hgnc:29165,SIK3
hgnc:11388,STK10
hgnc:11395,STK17A
hgnc:11398,STK19
hgnc:11403,STK24
hgnc:14568,STK33
hgnc:16254,STK35
hgnc:17847,STK38
hgnc:11408,STK4
hgnc:30172,STRADA
hgnc:11088,SLK
hgnc:30045,SMG1
hgnc:30598,SNRK
hgnc:11305,SRPK1
hgnc:11402,SRPK3
hgnc:11394,STK16
hgnc:11406,STK3
hgnc:11407,STK31
hgnc:28317,STK32A
hgnc:17209,STK36
hgnc:17848,STK38L
hgnc:21373,STK40
hgnc:11535,TAF1
hgnc:18056,TAF1L
hgnc:16835,TAOK2
hgnc:18133,TAOK3
hgnc:28261,TBCK
hgnc:11584,TBK1
hgnc:11732,TESK2
hgnc:11772,TGFBR1
hgnc:11841,TLK1
hgnc:30765,TNIK
hgnc:19661,TNNI3K
hgnc:16891,TRIB1
hgnc:30809,TRIB2
hgnc:16228,TRIB3
hgnc:12303,TRIO
hgnc:17994,TRPM7
hgnc:14968,TSSK1B
hgnc:11401,TSSK2
hgnc:19140,TTBK1
hgnc:19141,TTBK2
hgnc:13480,ULK2
hgnc:18996,VRK3
hgnc:14540,WNK1
hgnc:1079,BMX
hgnc:30410,TSSK6
hgnc:12403,TTN
hgnc:12558,ULK1
hgnc:19703,ULK3
hgnc:15784,ULK4
hgnc:12718,VRK1
hgnc:14543,WNK3
hgnc:26249,MAP3K19
hgnc:17797,MAP3K20
hgnc:2444,CSK
hgnc:3390,EPHA7
hgnc:3393,EPHB2
hgnc:3395,EPHB4
hgnc:3655,FER
hgnc:3955,FRK
hgnc:3657,FES
hgnc:6093,INSRR
hgnc:17880,LMTK2
hgnc:6721,LTK
hgnc:9618,PTK7
hgnc:10256,ROR1
hgnc:11737,TEX14
hgnc:11940,TNK1
hgnc:12446,TYRO3
hgnc:12841,YES1
hgnc:12858,ZAP70
hgnc:6906,MATK
hgnc:10257,ROR2
hgnc:10481,RYK
hgnc:1242,C1QB
hgnc:6010,IL2RG
hgnc:5432,IFNAR1
hgnc:1241,C1QA
hgnc:1245,C1QC
hgnc:3616,FCGR2A
hgnc:9053,PLAUR
hgnc:8584,SERPINB2
hgnc:8940,PHYH
hgnc:743,ASGR2
hgnc:1455,CALR
hgnc:18451,MCFD2
hgnc:7885,CCN3
hgnc:5476,IGFBP7
hgnc:6694,LRP2
hgnc:7821,NID1
hgnc:10659,SDC2
hgnc:9362,PRG2
hgnc:12726,VWF
hgnc:1473,CANX
hgnc:3614,FCGR1BP
hgnc:1323,C4A
hgnc:11891,CLEC3B
hgnc:6446,KRT8
hgnc:5273,HSPG2
hgnc:11510,SYT2
hgnc:7316,MS4A2
hgnc:9446,PRLR
hgnc:11784,THBD
hgnc:8861,PF4
hgnc:1677,CD247
hgnc:668,RHOB
hgnc:9253,PPIA
hgnc:9259,PPIF
hgnc:4975,MR1
hgnc:1634,CD1A
hgnc:2200,COL2A1
hgnc:12724,VTN
hgnc:9452,PROCR
hgnc:4566,GRB2
hgnc:7315,MS4A1
hgnc:1471,CAMLG
hgnc:6150,ITGAV
hgnc:1814,CEACAM1
hgnc:14412,AGXT2
hgnc:4092,GAD1
hgnc:6469,KYNU
hgnc:10850,SHMT1
hgnc:4432,GOT1
hgnc:1246,C1R
hgnc:15910,NFS1
hgnc:11573,TAT
hgnc:18966,CSAD
hgnc:29957,AZIN2
hgnc:396,ALAS1
hgnc:2501,CTH
hgnc:9723,PYGB
hgnc:9726,PYGM
hgnc:4093,GAD2
hgnc:397,ALAS2
hgnc:18062,GPT2
hgnc:30404,SDSL
hgnc:14398,SRR
hgnc:7473,MTRR
hgnc:18871,MMAA
hgnc:8091,OAT
hgnc:17929,AADAT
hgnc:30260,PNPO
hgnc:10817,SGPL1
hgnc:10691,SDS
hgnc:4188,GCAT
hgnc:4313,GLDC
hgnc:19129,PSAT1
hgnc:341,AGXT
hgnc:30259,PDXP
hgnc:977,BCAT2
hgnc:9457,PLPBP
hgnc:4433,GOT2
hgnc:27949,GADL1
hgnc:18161,SCLY
hgnc:26384,IGSF10
hgnc:10852,SHMT2
hgnc:18234,MOCOS
hgnc:16253,SPTLC3
hgnc:7526,MMUT
hgnc:7436,MTHFR
hgnc:7434,MTHFD2
hgnc:3978,ALDH1L1
hgnc:29666,MTFMT
hgnc:4816,HARS1
hgnc:18044,SLC38A3
hgnc:4806,HAL
hgnc:4415,GNMT
hgnc:473,AMT
hgnc:17452,AS3MT
hgnc:6904,MAT2A
hgnc:10923,SLC16A2
hgnc:10926,SLC16A5
hgnc:16270,SLC16A8
hgnc:8636,PC
hgnc:3592,FARSA
hgnc:21062,FARS2
hgnc:8654,PCCB
hgnc:4976,HLCS
hgnc:11057,SLC7A1
hgnc:11062,SLC7A4
hgnc:11061,SLC7A3
hgnc:6215,KARS1
hgnc:9083,PLOD3
hgnc:964,BBOX1
hgnc:457,AMD1
hgnc:10924,SLC16A3
hgnc:10927,SLC16A6
hgnc:10928,SLC16A7
hgnc:8808,PDHB
hgnc:10922,SLC16A1
hgnc:11066,SLC7A8
hgnc:6937,MCCC2
hgnc:6936,MCCC1
hgnc:8755,PCYT1B
hgnc:8754,PCYT1A
hgnc:9068,PLD2
hgnc:9067,PLD1
hgnc:664,ARG2
hgnc:758,ASS1
hgnc:19316,P3H1
hgnc:19317,P3H2
hgnc:19318,P3H3
hgnc:25823,OGFOD2
hgnc:32487,ALKBH2
hgnc:30141,ALKBH3
hgnc:11115,KDM5D
hgnc:28858,P4HTM
hgnc:9081,PLOD1
hgnc:15862,SMOX
hgnc:292,ADSS2
hgnc:753,ASNS
hgnc:2678,DARS1
hgnc:10939,SLC1A1
hgnc:25538,DARS2
hgnc:6740,LYZ
hgnc:8512,OTC
hgnc:8095,OAZ1
hgnc:10985,SLC25A15
hgnc:257,ADK
hgnc:15814,ACSS2
hgnc:3569,ACSL1
hgnc:3574,FADS1
hgnc:14416,ELOVL2
hgnc:14660,EGLN2
hgnc:10983,SLC25A13
hgnc:756,ASPA
hgnc:10982,SLC25A12
hgnc:8587,PAICS
hgnc:10044,RNASE1
hgnc:663,ARG1
hgnc:2519,CTPS1
hgnc:9238,PPAT
hgnc:4341,GLUL
hgnc:8781,PDE4B
hgnc:4912,HINT1
hgnc:5100,HOXA10
hgnc:927,B4GALT4
hgnc:4336,GLUD2
hgnc:3824,FPGS
hgnc:29832,NADSYN1
hgnc:17996,NAGS
hgnc:24249,YARS2
hgnc:12840,YARS1
hgnc:2518,CTNS
hgnc:30324,RFK
hgnc:924,B4GALT1
hgnc:17174,NAGK
hgnc:17378,NAGPA
hgnc:9959,RENBP
hgnc:8149,OPLAH
hgnc:3418,EPRS1
hgnc:10940,SLC1A2
hgnc:4311,GCLC
hgnc:10944,SLC1A6
hgnc:4587,GRIN2C
hgnc:29419,EARS2
hgnc:29570,GLS2
hgnc:4573,GRIA3
hgnc:9722,ALDH18A1
hgnc:4571,GRIA1
hgnc:4628,GSTA3
hgnc:4635,GSTM3
hgnc:4629,GSTA4
hgnc:4636,GSTM4
hgnc:4557,GPX5
hgnc:4555,GPX3
hgnc:4323,GLO1
hgnc:4624,GSS
hgnc:16906,GSTK1
hgnc:19662,GSTA5
hgnc:13312,GSTO1
hgnc:4554,GPX2
hgnc:4634,GSTM2
hgnc:4556,GPX4
hgnc:4637,GSTM5
hgnc:4559,GPX7
hgnc:16065,GLRX2
hgnc:8999,PISD
hgnc:9587,PTDSS1
hgnc:2853,DGKG
hgnc:15463,PTDSS2
hgnc:4162,GARS1
hgnc:13734,GLYAT
hgnc:17804,PIPOX
hgnc:8819,PDXK
hgnc:1994,CKM
hgnc:1996,CKMT2
hgnc:6719,LTC4S
hgnc:17890,HPGDS
hgnc:4626,GSTA1
hgnc:4627,GSTA2
hgnc:3465,ESD
hgnc:4330,GLRX
hgnc:4805,HAGH
hgnc:23064,GSTO2
hgnc:1664,SCARB1
hgnc:2851,DGKD
hgnc:13531,ATP8A1
hgnc:932,BAAT
hgnc:24178,GLYATL2
hgnc:4328,GLRA3
hgnc:4327,GLRA2
hgnc:1991,CKB
hgnc:25695,CARS2
hgnc:2715,DDAH1
hgnc:20449,PADI6
hgnc:18367,PADI1
hgnc:18341,PADI2
hgnc:12525,UGDH
hgnc:17558,LCMT2
hgnc:17557,LCMT1
hgnc:12729,WARS1
hgnc:1795,CDO1
hgnc:17358,TPK1
hgnc:2716,DDAH2
hgnc:18337,PADI3
hgnc:11572,TARS1
hgnc:11184,SORD
hgnc:4455,GPD1
hgnc:28335,LDHAL6A
hgnc:6535,LDHA
hgnc:6984,ME2
hgnc:6544,LDHC
hgnc:4799,HADH
hgnc:6985,ME3
hgnc:1027,BDH1
hgnc:8923,PHGDH
hgnc:5386,IDH3G
hgnc:5385,IDH3B
hgnc:5384,IDH3A
hgnc:9940,RDH5
hgnc:256,ADH7
hgnc:6971,MDH2
hgnc:5213,HSD17B4
hgnc:3247,EHHADH
hgnc:6970,MDH1
hgnc:4907,HIBADH
hgnc:6983,ME1
hgnc:5215,HSD17B7
hgnc:5211,HSD17B2
hgnc:3554,HSD17B8
hgnc:387,AKR1C4
hgnc:384,AKR1C1
hgnc:5218,HSD3B2
hgnc:5217,HSD3B1
hgnc:411,ALDH3B2
hgnc:24864,GAPDHS
hgnc:412,ALDH9A1
hgnc:386,AKR1C3
hgnc:5208,HSD11B1
hgnc:385,AKR1C2
hgnc:405,ALDH3A1
hgnc:402,ALDH1A1
hgnc:407,ALDH1B1
hgnc:30262,PYCR2
hgnc:9721,PYCR1
hgnc:1062,BLVRA
hgnc:2873,CYB5R3
hgnc:7703,NDUFB8
hgnc:7695,NDUFB1
hgnc:410,ALDH3B1
hgnc:4141,GAPDH
hgnc:403,ALDH3A2
hgnc:8807,PDHA2
hgnc:8806,PDHA1
hgnc:90,ACADS
hgnc:2860,DHCR7
hgnc:7856,NQO2
hgnc:406,ALDH4A1
hgnc:9752,QDPR
hgnc:7455,MT-ND1
hgnc:7460,MT-ND4L
hgnc:7462,MT-ND6
hgnc:7461,MT-ND5
hgnc:7697,NDUFB2
hgnc:23987,NDUFA12
hgnc:7716,NDUFV1
hgnc:7711,NDUFS4
hgnc:10545,MSMO1
hgnc:5014,HMOX2
hgnc:3562,FABP7
hgnc:612,APOD
hgnc:19978,RDH13
hgnc:6685,LRAT
hgnc:19979,RDH14
hgnc:20627,SEC14L4
hgnc:2849,DGKA
hgnc:11041,SLC5A6
hgnc:2642,CYP4A11
hgnc:5013,HMOX1
hgnc:3795,FOLR3
hgnc:3791,FOLR1
hgnc:3571,ACSL4
hgnc:20,AARS1
hgnc:10942,SLC1A4
hgnc:12651,VARS1
hgnc:19977,RDH12
hgnc:17693,DHRS3
hgnc:16985,DHRS4
hgnc:14423,RDH8
hgnc:10699,SEC14L2
hgnc:29569,LIPT1
hgnc:16429,LIAS
hgnc:91,ACADSB
hgnc:15352,OR4K14
hgnc:57,ABCC6
hgnc:55,ABCC4
hgnc:621,NAE1
hgnc:752,GET3
hgnc:1043,BGLAP
hgnc:51,ABCC1
hgnc:576,APAF1
hgnc:16091,ACSS1
hgnc:171,ACVR1
hgnc:73,ABCG1
hgnc:9453,PRODH
hgnc:9256,PPIC
hgnc:14650,PPIG
hgnc:122,ACP1
hgnc:18281,PECR
hgnc:42,ABCB11
hgnc:10990,SLC25A4
hgnc:315,AFG3L2
hgnc:53,ABCC2
hgnc:11047,SLC6A14
hgnc:11054,SLC6A7
hgnc:9255,PPIB
hgnc:30563,PARS2
hgnc:20488,L3HYPDH
hgnc:7413,MTAP
hgnc:1020,BCS1L
hgnc:11306,SRPK2
hgnc:10839,SHBG
hgnc:6834,MAOB
hgnc:11049,SLC6A3
hgnc:24323,CARTPT
hgnc:1956,CHRNA2
hgnc:14079,CHRNA9
hgnc:1963,CHRNB3
hgnc:6833,MAOA
hgnc:7759,NEU2
hgnc:2548,CUBN
hgnc:1912,CHAT
hgnc:11652,TCN1
hgnc:263,ADORA2A
hgnc:8786,PDE6B
hgnc:6182,ITPR3
hgnc:4879,HEXB
hgnc:10911,SLC12A2
hgnc:8789,PDE6G
hgnc:6258,KCNJ12
hgnc:9865,RARB
hgnc:9958,REN
hgnc:13211,ATP2C1
hgnc:8778,PDE3A
hgnc:4078,GABRA4
hgnc:6255,KCNJ1
hgnc:39043,ERVW-4
hgnc:6229,KCNAB2
hgnc:13414,PLA2G2E
hgnc:9178,POLE2
hgnc:10592,SCN4B
hgnc:1404,CACNB4
hgnc:18755,POLE4
hgnc:5293,HTR2A
hgnc:7669,NCOA2
hgnc:24827,HCAR2
hgnc:2419,CRYZ
hgnc:1395,CACNA1H
hgnc:1397,CACNA1S
hgnc:10597,SCN9A
hgnc:1374,CA3
hgnc:8498,ORM1
hgnc:399,ALB
hgnc:10590,SCN3A
hgnc:30338,RIC3
hgnc:8729,PCNA
hgnc:8499,ORM2
hgnc:6600,LIG3
hgnc:6272,KCNK1
hgnc:4893,HGF
hgnc:9031,PLA2G2A
hgnc:20149,PTGR2
hgnc:1401,CACNB1
hgnc:18863,KCNH7
hgnc:1381,CA7
hgnc:1784,CDKN1A
hgnc:16049,PTGES3
hgnc:851,ATP6V1A
hgnc:24660,REXO1L1P
hgnc:348,AHR
hgnc:20778,TUBB
hgnc:11120,SMPD1
hgnc:6414,KRT12
hgnc:10921,SLC15A2
hgnc:4081,GABRB1
hgnc:3229,EGF
hgnc:10920,SLC15A1
hgnc:12524,UGCG
hgnc:7056,OGA
hgnc:4090,GABRR1
hgnc:10912,SLC12A3
hgnc:6250,KCNH1
hgnc:4444,GP9
hgnc:2665,CD55
hgnc:9919,RBP1
hgnc:8955,SERPINB9
hgnc:11755,TFF1
hgnc:10970,SLC22A6
hgnc:16090,PGRMC1
hgnc:798,ATOX1
hgnc:20771,TUBB4B
hgnc:9522,PSG5
hgnc:20577,CYP26C1
hgnc:2903,DLG4
hgnc:4138,GANAB
hgnc:4139,GANC
hgnc:18120,SLC22A11
hgnc:10971,SLC22A7
hgnc:11730,TERT
hgnc:4479,MCHR1
hgnc:7211,MPG
hgnc:11740,TF
hgnc:12407,TUBA4A
hgnc:4026,FXYD2
hgnc:16811,TUBD1
hgnc:12417,TUBG1
hgnc:6283,KCNK9
hgnc:1371,CA12
hgnc:10968,SLC22A4
hgnc:20116,SLC25A29
hgnc:542,ANXA4
hgnc:20775,TUBE1
hgnc:2342,CRAT
hgnc:1421,SLC25A20
hgnc:2366,CROT
hgnc:543,ANXA5
hgnc:9030,PLA2G1B
hgnc:99,ASIC2
hgnc:10778,SFRP4
hgnc:15633,TLR9
hgnc:9755,QPRT
hgnc:8782,PDE4C
hgnc:3133,EBP
hgnc:9689,PTS
hgnc:3638,FDX1
hgnc:3826,FPR1
hgnc:10991,SLC25A5
hgnc:11279,SQLE
hgnc:837,ATP5F1D
hgnc:6525,LCN1
hgnc:9922,RBP4
hgnc:10914,SLC12A6
hgnc:29787,TOP1MT
hgnc:10500,S100B
hgnc:10490,S100A13
hgnc:7414,MT-ATP6
hgnc:20123,ASPG
hgnc:3951,FXN
hgnc:2977,TRDMT1
hgnc:23380,OBP2A
hgnc:13818,SLC12A5
hgnc:10913,SLC12A4
hgnc:10486,S100A1
hgnc:10489,S100A12
hgnc:550,AOC3
hgnc:7163,MMP17
hgnc:7170,MMP23A
hgnc:93,ACAT1
hgnc:11898,TNFAIP6
hgnc:5992,IL1B
hgnc:6221,KCNA3
hgnc:395,ALAD
hgnc:4823,HBA1
hgnc:3976,FTH1
hgnc:8891,PGD
hgnc:13388,BEX3
hgnc:9603,PTGIS
hgnc:633,AQP1
hgnc:8773,PDE11A
hgnc:9201,POMC
hgnc:7775,NFATC1
hgnc:7590,MYLK
hgnc:11457,SULT1C4
hgnc:3611,FCER1G
hgnc:12663,VCAM1
hgnc:4089,GABRP
hgnc:6270,KCNJ9
hgnc:6470,L1CAM
hgnc:5298,HTR3B
hgnc:6551,LEF1
hgnc:10589,SCN2B
hgnc:20665,SCN3B
hgnc:1369,CA10
hgnc:11850,TLR4
hgnc:2622,CYP2C8
hgnc:2596,CYP1A2
hgnc:2621,CYP2C19
hgnc:11177,SOAT1
hgnc:17993,TRPM4
hgnc:5157,HPRT1
hgnc:1370,CA11
hgnc:14914,CA13
hgnc:11179,SOD1
hgnc:9355,PRDX5
hgnc:6299,KCNQ5
hgnc:10504,S100P
hgnc:6011,IL3
hgnc:2600,CYP21A2
hgnc:14921,TAS2R16
hgnc:4439,GP1BA
hgnc:9039,PLA2G6
hgnc:7427,MT-CYB
hgnc:850,ATP5PO
hgnc:4932,HLA-B
hgnc:10618,CCL2
hgnc:3423,EPX
hgnc:19906,P2RY10
hgnc:2704,DCK
hgnc:801,ATP1A3
hgnc:9063,PLCL1
hgnc:23097,SLC29A4
hgnc:30022,PPARGC1B
hgnc:9645,PTPN12
hgnc:10484,RYR2
hgnc:868,ATP6AP1
hgnc:817,ATP2B4
hgnc:11377,SULT1E1
hgnc:6835,MAP1A
hgnc:10959,SLCO1B1
hgnc:10962,SLCO2B1
hgnc:12014,TPMT
hgnc:16078,STMN4
hgnc:1516,CAT
hgnc:6862,MAP4
hgnc:25714,CCDC51
hgnc:5467,IGF2R
hgnc:9843,RAMP1
hgnc:6050,IMPA1
hgnc:6051,IMPA2
hgnc:2227,COMP
hgnc:10499,S100A9
hgnc:1071,BMP4
hgnc:7060,MGP
hgnc:2979,DNMT3B
hgnc:6752,M6PR
hgnc:1700,CD80
hgnc:6081,INS
hgnc:11275,SPTBN1
hgnc:12672,VDAC2
hgnc:12674,VDAC3
hgnc:3189,EEF1A1
hgnc:4606,PDIA3
hgnc:9352,PRDX1
hgnc:12009,TPI1
hgnc:8765,PDCD6
hgnc:12669,VDAC1
hgnc:10046,RNASE3
hgnc:7512,MUC2
hgnc:8779,PDE3B
hgnc:2606,CYP27B1
hgnc:30224,SLC52A2
hgnc:4091,GABRR2
hgnc:17969,GABRR3
hgnc:3650,FEN1
hgnc:18448,NEIL1
hgnc:18956,NEIL2
hgnc:3350,ENO1
hgnc:7849,NME1
hgnc:9577,PSPH
hgnc:12420,TUFM
hgnc:17712,SIVA1
hgnc:26780,DAND5
hgnc:1328,C4BPB
hgnc:1352,C8A
hgnc:1353,C8B
hgnc:7406,MT2A
hgnc:12003,TP73
hgnc:5,A1BG
hgnc:600,APOA1
hgnc:601,APOA2
hgnc:602,APOA4
hgnc:613,APOE
hgnc:1325,C4BPA
hgnc:4620,GSN
hgnc:5468,IGFALS
hgnc:5541,IGHM
hgnc:5713,JCHAIN
hgnc:2312,CPN1
hgnc:3052,DSP
hgnc:3534,F13B
hgnc:3778,FN1
hgnc:20846,HRNR
hgnc:5478,IGHA1
hgnc:5733,IGKV1-17
hgnc:6168,ITIH3
hgnc:6423,KRT16
hgnc:6442,KRT5
hgnc:6447,KRT9
hgnc:597,APLP1
hgnc:7944,NPR2
hgnc:6526,LCN2
hgnc:6207,JUP
hgnc:6413,KRT10
hgnc:6439,KRT2
hgnc:6443,KRT6A
hgnc:10751,SELENOP
hgnc:16,SERPINA3
hgnc:5525,IGHG1
hgnc:15938,UCKL1
hgnc:3971,FST
hgnc:33742,CAVIN4
hgnc:87,ACAD8
hgnc:29812,DCPS
hgnc:8889,PGAM2
hgnc:17113,HIF1AN
hgnc:362,AK2
hgnc:361,AK1
hgnc:29670,GNPTAB
hgnc:118,ACO2
hgnc:3579,FAH
hgnc:921,B3GAT1
hgnc:1548,CBR1
hgnc:25593,PACC1
hgnc:6915,MB
hgnc:10899,SKP1
hgnc:26309,COMTD1
hgnc:30412,SETD7
hgnc:8988,PIN1
hgnc:6872,MAPK10
hgnc:713,ARSA
hgnc:9160,PNMT
hgnc:30163,PRMT3
hgnc:24270,DPH5
hgnc:10297,RPIA
hgnc:19,AANAT
hgnc:6882,MAPK8IP1
hgnc:14219,RBM14
hgnc:5387,IDI1
hgnc:716,ARSC2
hgnc:11458,SULT2A1
hgnc:7680,NDST1
hgnc:17845,SULT1B1
hgnc:29821,ISYNA1
hgnc:26625,UGT3A1
hgnc:723,ART1
hgnc:5196,HS3ST3A1
hgnc:6922,MBL2
hgnc:8724,PCK1
hgnc:6563,LGALS3
hgnc:12555,UGT8
hgnc:14981,PAPOLA
hgnc:4135,GALT
hgnc:23671,GLT6D1
hgnc:9502,CYTH2
hgnc:9504,CYTH3
hgnc:16500,DAPP1
hgnc:478,AMY2B
hgnc:6178,ITPKA
hgnc:11779,TGM3
hgnc:9760,RAB11A
hgnc:13825,ASPSCR1
hgnc:94,ACAT2
hgnc:27309,DHFR2
hgnc:30325,RBKS
hgnc:2494,CTBP1
hgnc:1497,CASK
hgnc:180,ACYP2
hgnc:8016,NSF
hgnc:7954,NPTXR
hgnc:4602,CXCL1
hgnc:4693,GUK1
hgnc:25100,GGACT
hgnc:9704,PVALB
hgnc:3078,DUT
hgnc:11079,SLC9A6
hgnc:2690,DBI
hgnc:4922,HK1
hgnc:2422,CS
hgnc:4376,GMPR
hgnc:10472,RUNX2
hgnc:5275,KAT5
hgnc:4201,KAT2A
hgnc:4458,GPI
hgnc:1775,CDK5R1
hgnc:39060,ERV9-1
hgnc:6708,LSS
hgnc:12406,TUB
hgnc:9325,PPT1
hgnc:1578,CCNA2
hgnc:9701,PURA
hgnc:17619,NDE1
hgnc:14931,SIRT3
hgnc:8882,PFN2
hgnc:30273,RAB8B
hgnc:12562,UCK2
hgnc:20093,ADSS1
hgnc:10840,SHC1
hgnc:9353,PRDX2
hgnc:7858,NMT2
hgnc:15583,LCTL
ncbigene:7523,XS
hgnc:9283,PPP1CC
ncbigene:387572,PAND1
hgnc:7857,NMT1
hgnc:2529,CTSD
hgnc:15769,NT5M
hgnc:2983,DNTT
hgnc:12457,UAP1
hgnc:3516,EXTL2
hgnc:10675,SDF2
hgnc:319,ACAN
hgnc:9871,RASA1
hgnc:4846,HCN2
hgnc:6776,MAF
hgnc:3531,F13A1
hgnc:8752,PCTP
hgnc:10632,CCL5
hgnc:2532,CTSG
hgnc:10803,SFTPD
hgnc:2465,NCAN
hgnc:24063,GALM
hgnc:2595,CYP1A1
hgnc:9905,RBM8A
hgnc:6568,LGALS7
hgnc:17187,OLFM1
hgnc:11101,SMARCA5
hgnc:474,AMY1A
hgnc:20670,TWIST2
hgnc:6562,LGALS2
hgnc:23598,KRTAP5-3
hgnc:380,AKR1A1
hgnc:11127,SIGLEC1
hgnc:37276,CRPPA
hgnc:11831,TK2
hgnc:1118,BST1
hgnc:9279,PDP1
hgnc:8872,PFKFB1
hgnc:3604,FBN2
hgnc:2085,CLPS
hgnc:7103,MIP
hgnc:9783,RAB5A
hgnc:10488,S100A11
hgnc:10312,RPL19
hgnc:17050,RPL26L1
hgnc:9281,PPP1CA
hgnc:9304,PPP2R2A
hgnc:1481,CAPNS1
hgnc:233,ADCY2
hgnc:9157,PNLIPRP2
hgnc:10347,RPL37
hgnc:9302,PPP2R1A
hgnc:9311,PPP2R5C
hgnc:417,ALDOB
hgnc:19732,DHRS4L1
hgnc:12463,UBB
hgnc:4369,GMDS
hgnc:3151,ECHS1
hgnc:236,ADCY5
hgnc:21773,LIPJ
hgnc:129,ACTA1
hgnc:3561,FABP6
hgnc:7421,MT-CO2
hgnc:7422,MT-CO3
hgnc:2291,COX7B
hgnc:2292,COX7C
hgnc:2267,COX5A
hgnc:2269,COX5B
hgnc:2285,COX6C
hgnc:2294,COX8A
hgnc:2287,COX7A1
hgnc:3647,FECH
hgnc:8603,PAPSS1
hgnc:433,ALOX15
hgnc:18215,PI4K2B
hgnc:82,ACAA1
hgnc:8877,PFKM
hgnc:8527,OXCT1
hgnc:29678,MSTO1
hgnc:49033,BGLT3
hgnc:6827,MAN2C1
hgnc:19832,CLEC14A
hgnc:11005,SLC2A1
hgnc:6316,KHSRP
hgnc:914,B2M
hgnc:12029,TRAC
hgnc:12156,TRBC1
hgnc:25789,EFL1
hgnc:2321,CPOX
hgnc:12388,TST
hgnc:18985,DCXR
hgnc:5526,IGHG2
hgnc:22960,HSD17B11
hgnc:8905,PGM1
hgnc:2671,DAO
hgnc:12870,ZFY
hgnc:11494,SYN1
hgnc:2615,CYP2B6
hgnc:8086,OAS1
hgnc:4393,GNAT1
hgnc:21290,PTCRA
hgnc:2703,ECI1
hgnc:89,ACADM
hgnc:2014,CLC
hgnc:12698,VLDLR
hgnc:9033,PLA2G2D
hgnc:10635,CCL8
hgnc:5855,IGLC1
hgnc:11756,TFF2
hgnc:4847,HCRT
hgnc:1769,CDIPT
hgnc:8768,AIFM1
hgnc:4236,GFER
hgnc:17432,CHIA
hgnc:838,ATP5F1E
hgnc:6047,IMMT
hgnc:23386,MYCBP2
hgnc:19094,IL4I1
hgnc:3642,FDXR
hgnc:119,ACOX1
hgnc:6077,INPP5B
hgnc:4208,GCSH
hgnc:17877,NMNAT1
hgnc:10433,RPS6KA4
hgnc:3343,EN2
hgnc:23989,ACCS
hgnc:343,AHCY
hgnc:10776,SFRP1
hgnc:4810,HAO2
hgnc:28107,PPCDC
hgnc:28434,CCNQ
hgnc:2623,CYP2C9
hgnc:6561,LGALS1
hgnc:7599,MYO1E
hgnc:21071,IYD
hgnc:9319,PPP4C
hgnc:7044,MGAT1
hgnc:12572,UNG
hgnc:4414,GNLY
hgnc:10047,RNASE4
hgnc:1424,CAD
hgnc:19003,SCMH1
hgnc:1094,BPHL
hgnc:6180,ITPR1
hgnc:717,ARSD
hgnc:28639,DHRS11
hgnc:18429,PTGR1
hgnc:8568,FURIN
hgnc:9251,CTSA
hgnc:25473,KANSL3
hgnc:6618,LIPB
ncbigene:112694756,LOC112694756
hgnc:2869,DHPS
hgnc:13797,PRX
hgnc:18007,GLIPR2
hgnc:12576,UPP1
hgnc:4901,HHEX
hgnc:9240,PPBP
hgnc:6130,ISG20
hgnc:910,AZGP1
hgnc:12591,UROD
hgnc:10876,SIGLEC7
hgnc:694,ARL3
hgnc:16753,PRDX6
hgnc:6480,LALBA
hgnc:19942,TRAPPC3
hgnc:10798,SFTPA1
hgnc:28835,IRGC
hgnc:8993,PIP
hgnc:8896,PGK1
hgnc:888,KIF1A
hgnc:5732,IGKV1-16
hgnc:2236,COPG1
hgnc:7377,MSRA
hgnc:21101,CUTA
hgnc:7961,NR0B2
hgnc:10498,S100A8
hgnc:14417,ELSPBP1
hgnc:12831,XRCC4
hgnc:15193,OR51D1
hgnc:37171,LINC01194
hgnc:24269,DERA
